,Gas Meter Temperature_x,Line Pressure_x,Position_x,Tubing Pressure_x,Reservoir Pressure_x,Junction pressure,Gas Meter Flow Rate_x,pred_gas_flow_x,date,Gas Meter Temperature_y,Line Pressure_y,Position_y,Tubing Pressure_y,Reservoir Pressure_y,Gas Meter Flow Rate_y,pred_gas_flow_y,actual_combined_gas_flow,pred_combined_gas_flow
613,99.35,570.38,50.14,738.27997,1228.8527,535.0006,15042.66,15201.427,2023-03-30 06:17:00,94.23,563.79004,51.820004,766.64,1708.6005,15846.3,15795.503,30888.96,30996.93
614,99.340004,568.97003,48.260002,739.68994,1228.8527,534.9992,15156.831,15129.192,2023-03-30 06:27:00,94.25,564.83997,52.34,766.88,1708.6005,15921.27,15794.734,31078.102,30923.926
615,99.32001,567.84,49.47,740.52997,1228.8527,534.26196,15269.0205,15075.734,2023-03-30 06:37:00,94.18,563.79004,52.07,765.94,1708.6005,15876.2705,15784.682,31145.291,30860.416
616,99.26,567.28,50.23,735.18994,1228.8527,531.03076,15169.931,15177.88,2023-03-30 06:47:00,94.15,558.51996,52.329998,764.18005,1708.6005,15862.75,15865.704,31032.68,31043.584
617,99.36,568.97003,49.15,737.16,1228.8527,534.0802,15154.16,15224.725,2023-03-30 06:57:00,94.189995,563.44,52.14,765.58997,1708.6005,15854.31,15809.434,31008.469,31034.158
618,99.31,569.81,49.32,736.30994,1228.8527,535.1499,15229.4795,15162.381,2023-03-30 07:07:00,94.25,564.38,51.56,768.75006,1708.6005,15918.0,15779.566,31147.48,30941.947
619,99.32001,569.53,48.38,737.72,1228.8527,535.2436,15174.17,15134.062,2023-03-30 07:17:00,94.25,564.73004,51.63,766.52,1708.6005,15900.92,15786.792,31075.09,30920.854
620,99.33,570.94,49.5,734.91,1228.8527,535.70685,15167.55,15205.468,2023-03-30 07:27:00,94.29,564.96,51.43,766.76,1708.6005,15890.34,15831.242,31057.89,31036.71
621,99.38,569.81,49.980003,734.62994,1228.8527,535.2336,15159.239,15184.461,2023-03-30 07:37:00,94.200005,564.73004,51.75,767.23,1708.6005,15893.211,15813.024,31052.45,30997.484
622,99.38,570.94,50.280003,737.43994,1228.8527,535.83234,15246.39,15169.556,2023-03-30 07:47:00,94.25,564.83997,51.48,767.93,1708.6005,15905.53,15803.262,31151.92,30972.816
623,99.36,570.66,50.269997,738.27997,1228.8527,535.54584,15178.55,15160.966,2023-03-30 07:57:00,94.189995,564.49005,51.519997,768.98,1708.6005,15924.85,15797.529,31103.398,30958.496
624,99.340004,570.38,50.0,736.87994,1228.8527,535.38684,15205.4,15218.617,2023-03-30 08:07:00,94.380005,564.83997,52.16,766.88,1708.6005,15905.28,15823.021,31110.68,31041.639
625,99.340004,571.22,48.69,733.50006,1228.8527,535.9823,15117.711,15165.506,2023-03-30 08:17:00,94.23,565.07996,52.23,768.86993,1708.6005,15993.409,15818.153,31111.121,30983.66
626,99.36,570.94,49.859997,735.74994,1228.8527,535.7827,15184.31,15193.323,2023-03-30 08:27:00,94.18,564.96,52.32,767.7,1708.6005,15873.57,15810.579,31057.879,31003.902
627,99.299995,566.72003,48.29,732.94006,1228.8527,532.672,15140.61,15137.211,2023-03-30 08:37:00,94.06,562.5,51.53,766.99,1708.6005,15895.351,15882.56,31035.96,31019.77
628,99.39001,571.5,48.28,739.97,1228.8527,538.0804,15177.359,15139.28,2023-03-30 08:47:00,94.21999,568.95,51.86,770.16,1708.6005,15960.699,15760.215,31138.059,30899.496
629,99.43,577.41003,48.79,739.12994,1228.8527,541.60693,15155.141,15103.017,2023-03-30 08:57:00,94.27,570.58997,51.87,772.85,1708.6005,15878.22,15755.524,31033.36,30858.541
630,99.49,576.56,50.26,739.97,1228.8527,540.95465,15146.54,15150.365,2023-03-30 09:07:00,94.21,570.47003,51.87,771.09,1708.6005,15918.319,15811.3,31064.86,30961.664
631,99.46999,575.44,49.0,740.52997,1228.8527,540.2663,15037.579,15118.309,2023-03-30 09:17:00,94.41,569.64996,52.05,770.04,1708.6005,15860.74,15768.834,30898.32,30887.143
632,99.45,576.28,48.36,739.12994,1228.8527,540.4598,15139.54,15104.843,2023-03-30 09:27:00,94.3,569.41,52.120003,771.33,1708.6005,15910.25,15786.0205,31049.79,30890.863
633,99.45,575.16003,49.02,737.16,1228.8527,540.41895,15069.649,15058.747,2023-03-30 09:37:00,94.3,569.64996,51.73,771.21,1708.6005,15890.411,15746.167,30960.06,30804.914
634,99.5,574.88,48.71,738.83997,1228.8527,540.2082,15124.601,15114.052,2023-03-30 09:48:00,94.25,570.12,52.359997,772.73,1708.6005,15878.51,15765.835,31003.11,30879.887
635,99.51,575.44,48.260002,740.52997,1228.8527,540.9303,15050.28,15055.587,2023-03-30 09:57:00,94.31,570.7,51.73,771.68,1708.6005,15902.689,15760.408,30952.969,30815.996
636,99.51,574.58997,50.3,740.24994,1228.8527,539.82776,15009.721,15124.266,2023-03-30 10:07:00,94.35,569.41,51.47,770.39,1708.6005,15944.42,15766.7705,30954.14,30891.035
637,99.53,575.16003,50.210003,741.66,1228.8527,540.18866,15193.251,15069.536,2023-03-30 10:17:00,94.35,569.41,51.89,771.21,1708.6005,15953.1,15777.708,31146.352,30847.244
638,99.52,574.58997,48.73,735.47,1228.8527,540.1572,15193.819,15048.384,2023-03-30 10:27:00,94.369995,569.88,51.97,769.1,1708.6005,16001.069,15819.613,31194.889,30867.996
639,99.51,574.88,48.27,735.74994,1228.8527,539.8374,15102.411,15153.849,2023-03-30 10:37:00,94.36,569.77,52.11,770.04,1708.6005,15907.779,15819.059,31010.191,30972.906
640,99.53,575.72003,49.39,737.16,1228.8527,537.3647,15160.41,15161.692,2023-03-30 10:47:00,94.21999,564.26,52.03,768.75006,1708.6005,15898.01,15877.409,31058.42,31039.102
641,99.52,573.19,50.19,737.16,1228.8527,538.43787,15126.78,15125.8545,2023-03-30 10:57:00,94.35,567.89,52.31,769.34,1708.6005,15951.47,15797.374,31078.25,30923.229
642,99.53999,573.19,48.260002,737.99994,1228.8527,538.7958,15085.17,15131.14,2023-03-30 11:07:00,94.39,568.83,52.32,770.86,1708.6005,15868.9,15778.201,30954.07,30909.34
643,99.53999,572.91,50.24,736.87994,1228.8527,538.4572,15172.649,15144.98,2023-03-30 11:17:00,94.29,568.48,52.32,769.69,1708.6005,15910.949,15821.561,31083.598,30966.541
644,99.58,573.19,48.7,739.41,1228.8527,538.7828,15238.819,15086.354,2023-03-30 11:27:00,94.31,568.36005,52.15,768.4,1708.6005,15916.52,15773.69,31155.34,30860.043
645,99.57,572.91,49.81,735.47,1228.8527,538.38824,15104.35,15174.394,2023-03-30 11:37:00,94.39,568.36005,52.3,769.45,1708.6005,15887.601,15798.23,30991.95,30972.625
646,99.57,574.31,48.4,737.16,1228.8527,538.9315,15035.391,15183.481,2023-03-30 11:47:00,94.32,568.48,51.93,770.16,1708.6005,15887.779,15796.077,30923.17,30979.559
647,99.53,573.47,50.280003,736.58997,1228.8527,539.06036,15014.48,15130.283,2023-03-30 11:57:00,94.29,568.83,52.329998,772.15,1708.6005,15910.87,15759.373,30925.352,30889.656
648,99.57,573.19,49.36,737.72,1228.8527,539.0163,15090.989,15071.486,2023-03-30 12:07:00,94.3,568.70996,52.3,770.27,1708.6005,15887.64,15772.752,30978.629,30844.238
649,99.57,574.02997,48.28,736.30994,1228.8527,539.3929,15178.64,15044.995,2023-03-30 12:17:00,94.34,568.70996,51.97,769.69,1708.6005,15883.761,15795.195,31062.4,30840.191
650,99.55,574.58997,49.14,737.16,1228.8527,539.7073,15159.31,15099.291,2023-03-30 12:27:00,94.380005,569.06,51.440002,770.27,1708.6005,15860.01,15776.337,31019.32,30875.629
651,99.53,573.47,48.45,735.74994,1228.8527,538.57404,15168.329,15152.88,2023-03-30 12:37:00,94.36,568.13,51.86,769.22,1708.6005,15930.21,15781.763,31098.54,30934.643
652,99.55,574.58997,48.260002,738.27997,1228.8527,539.5696,15201.68,15124.64,2023-03-30 12:47:00,94.31,568.95,52.13,770.04,1708.6005,15830.35,15754.931,31032.03,30879.57
653,99.48,573.75,48.25,734.91,1228.8527,536.4702,15184.359,15142.465,2023-03-30 12:57:00,94.23,563.79004,51.48,766.05,1708.6005,15986.56,15847.872,31170.918,30990.336
654,99.560005,572.34,48.260002,741.37994,1228.8527,538.1243,15169.431,15147.713,2023-03-30 13:08:00,94.35,568.13,52.359997,769.8,1708.6005,15844.219,15738.546,31013.648,30886.258
655,99.51,574.58997,48.260002,736.30994,1228.8527,538.6759,15095.419,15146.321,2023-03-30 13:17:00,94.3,567.77,51.89,768.52,1708.6005,15865.54,15858.475,30960.959,31004.797
656,99.53999,573.47,48.34,739.68994,1228.8527,538.4448,15091.159,15130.107,2023-03-30 13:27:00,94.29,567.66003,51.519997,767.46,1708.6005,15854.55,15765.898,30945.709,30896.006
657,99.49,574.02997,48.260002,733.50006,1228.8527,538.57324,15054.53,15102.577,2023-03-30 13:37:00,94.31,567.18994,52.02,770.16,1708.6005,15851.119,15764.588,30905.648,30867.164
658,99.5,572.06,50.269997,739.41,1228.8527,538.2271,15194.939,15114.696,2023-03-30 13:47:00,94.25,568.24,52.35,769.69,1708.6005,15891.359,15752.764,31086.299,30867.46
659,99.49,572.91,49.23,736.02997,1228.8527,537.95355,15011.95,15085.6455,2023-03-30 13:57:00,94.31,566.72,52.170002,768.16,1708.6005,15915.27,15768.665,30927.219,30854.31
660,99.43,573.47,49.21,736.02997,1228.8527,538.2359,15142.811,15169.712,2023-03-30 14:07:00,94.25,567.54,51.91,769.92,1708.6005,15890.5205,15780.981,31033.332,30950.693
661,99.44,572.34,50.14,739.12994,1228.8527,538.0527,15156.29,15061.105,2023-03-30 14:17:00,94.27,567.54,52.15,768.4,1708.6005,15910.86,15807.772,31067.15,30868.879
662,99.38,571.77997,49.940002,734.05994,1228.8527,537.52185,15025.39,15159.649,2023-03-30 14:27:00,94.200005,567.42,52.34,767.58,1708.6005,15975.4795,15793.111,31000.87,30952.762
663,99.38,573.47,49.410004,735.74994,1228.8527,538.27545,15108.71,15147.34,2023-03-30 14:37:00,94.18,567.54,52.11,769.57,1708.6005,15890.78,15794.352,30999.49,30941.691
664,99.39001,571.5,50.050003,736.02997,1228.8527,536.7795,15176.831,15080.865,2023-03-30 14:47:00,94.15,566.01996,51.43,767.11,1708.6005,15890.38,15861.636,31067.21,30942.5
665,99.36,571.5,48.37,736.58997,1228.8527,537.2359,15152.681,15104.747,2023-03-30 14:57:00,94.23,566.94995,52.21,767.81006,1708.6005,15895.601,15794.697,31048.281,30899.445
666,99.39001,573.75,48.320004,733.77997,1228.8527,538.0564,15150.56,15150.836,2023-03-30 15:07:00,94.189995,566.84,52.11,769.34,1708.6005,15911.81,15784.423,31062.37,30935.258
667,99.43,572.34,48.46,736.30994,1228.8527,537.9739,15150.689,15134.651,2023-03-30 15:17:00,94.189995,567.89,52.359997,768.63,1708.6005,15920.869,15787.884,31071.559,30922.535
668,99.39001,572.63,50.269997,738.83997,1228.8527,537.6767,15166.749,15147.826,2023-03-30 15:27:00,94.189995,567.07,51.73,769.69,1708.6005,15926.699,15796.823,31093.45,30944.648
669,99.43,573.47,48.27,733.50006,1228.8527,537.2241,15168.92,15136.757,2023-03-30 15:37:00,94.27,565.43,52.089996,768.4,1708.6005,15957.881,15819.693,31126.8,30956.45
670,99.36,565.02997,49.399998,731.81006,1228.8527,532.21545,15071.33,15198.308,2023-03-30 15:47:00,94.100006,563.08997,51.5,766.99,1708.6005,15937.75,15834.118,31009.08,31032.426
671,99.340004,568.41003,50.210003,732.94006,1228.8527,535.0518,15228.99,15195.141,2023-03-30 15:57:00,94.15,565.9,51.51,767.7,1708.6005,15959.65,15844.132,31188.64,31039.273
672,99.41,572.63,49.82,736.30994,1228.8527,538.0158,15111.86,15102.007,2023-03-30 16:07:00,94.15,567.54,52.35,769.57,1708.6005,15986.631,15811.56,31098.492,30913.566
673,99.38,573.75,49.13,738.55994,1228.8527,538.2626,15264.96,15177.232,2023-03-30 16:17:00,94.21,567.77,51.89,770.16,1708.6005,15986.83,15825.378,31251.79,31002.61
674,99.41,571.77997,49.07,733.22003,1228.8527,537.5029,15204.94,15131.352,2023-03-30 16:27:00,94.189995,567.66003,51.43,771.09,1708.6005,16001.0205,15838.491,31205.96,30969.844
675,99.41,574.31,49.0,737.72,1228.8527,538.5595,15168.98,15200.879,2023-03-30 16:37:00,94.25,568.13,52.14,768.63,1708.6005,15939.329,15854.185,31108.309,31055.062
676,99.43,573.19,48.8,734.33997,1228.8527,537.80316,15224.29,15177.447,2023-03-30 16:47:00,94.21,567.42,52.02,770.51,1708.6005,15954.2705,15853.013,31178.56,31030.46
677,99.49,573.75,48.93,737.72,1228.8527,538.2572,15109.83,15143.422,2023-03-30 16:57:00,94.25,567.42,51.45,769.1,1708.6005,15928.3,15821.755,31038.129,30965.176
678,99.43,557.16,48.33,733.77997,1228.8527,529.99524,15051.51,15243.622,2023-03-30 17:07:00,94.26,566.94995,51.91,769.45,1708.6005,15941.8,15824.047,30993.309,31067.668
679,99.5,572.91,50.2,734.62994,1228.8527,538.3702,15160.23,15140.943,2023-03-30 17:17:00,94.25,568.13,52.34,769.57,1708.6005,15948.41,15806.032,31108.64,30946.977
680,99.53999,573.75,50.29,741.66,1228.8527,539.8623,15096.011,15077.147,2023-03-30 17:27:00,94.39,570.23,52.35,770.51,1708.6005,15921.94,15806.518,31017.951,30883.664
681,99.59,576.28,49.27,739.12994,1228.8527,540.94855,14956.84,15132.703,2023-03-30 17:37:00,94.369995,570.58997,51.8,771.91,1708.6005,15870.811,15802.002,30827.65,30934.705
682,99.64,576.28,48.59,739.97,1228.8527,541.70703,15086.47,15080.992,2023-03-30 17:47:00,94.39,571.76,52.260002,771.56,1708.6005,15911.819,15781.076,30998.29,30862.068
683,99.630005,576.56,49.05,735.47,1228.8527,541.99915,15167.801,15017.9,2023-03-30 17:57:00,94.45,571.29004,51.420002,771.09,1708.6005,15888.46,15754.15,31056.262,30772.05
684,99.68001,576.84,50.01,742.49994,1228.8527,541.71405,15096.23,15085.564,2023-03-30 18:07:00,94.39,571.17,52.34,770.74,1708.6005,15907.601,15781.581,31003.832,30867.145
685,99.759995,578.25,49.07,741.37994,1228.8527,542.28546,15034.779,15124.883,2023-03-30 18:17:00,94.47,571.29004,52.010002,771.56,1708.6005,15808.579,15762.976,30843.36,30887.86
686,99.79,577.69,48.72,739.41,1228.8527,542.2028,15212.1,15085.494,2023-03-30 18:27:00,94.51,571.41,51.91,771.21,1708.6005,15806.689,15779.738,31018.79,30865.232
687,99.87,576.28,49.0,736.58997,1228.8527,541.4981,15119.85,15070.258,2023-03-30 18:37:00,94.49,570.58997,51.53,771.91,1708.6005,15889.279,15708.423,31009.129,30778.68
688,100.02,578.25,51.0,732.66003,1228.8527,542.7673,15196.069,15227.393,2023-03-30 18:47:00,94.54,572.11,52.32,771.21,1708.6005,15860.409,15706.3,31056.479,30933.691
689,100.18,576.84,49.15,730.13007,1228.8527,542.43634,15017.6,15160.964,2023-03-30 18:57:00,94.58,572.7,52.239998,770.63,1708.6005,15832.77,15767.039,30850.37,30928.004
690,100.13999,577.97003,51.2,736.87994,1228.8527,543.25037,15498.339,15208.981,2023-03-30 19:07:00,94.619995,573.51996,52.11,771.56,1708.6005,15848.391,15739.431,31346.73,30948.412
691,100.27,578.25,50.07,732.94006,1228.8527,543.7475,15104.29,15097.109,2023-03-30 19:17:00,94.6,573.4,52.07,771.68,1708.6005,15857.12,15719.525,30961.41,30816.635
692,100.23,563.91,49.2,732.66003,1228.8527,536.2319,15252.05,15455.498,2023-03-30 19:27:00,94.7,574.22,51.43,772.62,1708.6005,15794.97,15719.648,31047.02,31175.146
693,100.32,577.41003,49.92,735.18994,1228.8527,543.0185,15147.699,15145.764,2023-03-30 19:37:00,94.67,573.16003,51.62,769.92,1708.6005,15857.12,15751.968,31004.82,30897.73
694,100.259995,581.06,50.71,735.18994,1228.8527,545.58105,15322.0205,15238.27,2023-03-30 19:47:00,94.630005,575.39,51.850002,772.49994,1708.6005,15835.49,15682.303,31157.512,30920.572
695,100.53,579.09,49.82,729.00006,1228.8527,543.748,15253.109,15197.892,2023-03-30 19:57:00,94.58,573.27997,52.3,772.03,1708.6005,15889.699,15733.663,31142.809,30931.555
696,100.479996,579.09,49.56,732.94006,1228.8527,544.00006,15339.88,15291.446,2023-03-30 20:07:00,94.7,574.44995,51.410004,773.09,1708.6005,15797.95,15712.713,31137.83,31004.16
697,100.50001,577.69,50.56,729.84,1228.8527,543.2805,15152.81,15279.475,2023-03-30 20:17:00,94.67,574.22,51.97,771.8,1708.6005,15803.13,15757.568,30955.94,31037.043
698,100.6,581.06,50.42,732.66003,1228.8527,544.8158,15280.85,15314.878,2023-03-30 20:27:00,94.71,574.22,52.280003,771.56,1708.6005,15809.22,15696.282,31090.07,31011.16
699,100.57001,580.22,51.129997,734.05994,1228.8527,544.2973,15212.22,15198.172,2023-03-30 20:37:00,94.649994,573.16003,52.280003,772.62,1708.6005,15836.37,15694.941,31048.59,30893.113
700,100.450005,581.06,51.01,730.97003,1228.8527,545.2015,15341.69,15285.882,2023-03-30 20:47:00,94.67,574.8,52.35,771.8,1708.6005,15842.681,15699.144,31184.371,30985.025
701,100.520004,579.38,49.190002,730.13007,1228.8527,544.70416,15236.681,15225.003,2023-03-30 20:57:00,94.68,575.16003,51.48,771.68,1708.6005,15797.239,15719.544,31033.92,30944.547
702,100.42,580.5,50.8,729.56006,1228.8527,544.98145,15274.6,15330.252,2023-03-30 21:07:00,94.67,575.27,51.99,772.97003,1708.6005,15874.351,15713.698,31148.95,31043.95
703,100.67,581.91003,50.609997,729.56006,1228.8527,546.7348,15194.85,15261.593,2023-03-30 21:17:00,94.74,576.91,52.31,772.85,1708.6005,15782.469,15678.633,30977.318,30940.227
704,100.67,581.91003,51.17,730.97003,1228.8527,542.93005,15252.65,15287.406,2023-03-30 21:27:00,94.74,569.77,52.31,768.52,1708.6005,15781.15,15787.616,31033.8,31075.023
705,100.67,582.75,49.95,730.97003,1228.8527,546.88885,15174.68,15214.92,2023-03-30 21:37:00,94.82,576.20996,52.079998,769.34,1708.6005,15883.99,15700.063,31058.67,30914.984
706,100.76,582.75,49.54,730.97003,1228.8527,546.8887,15237.181,15250.031,2023-03-30 21:47:00,94.77,576.45,52.23,773.91,1708.6005,15792.59,15663.407,31029.77,30913.438
707,100.62,583.03,49.82,731.53,1228.8527,547.70605,15234.36,15195.076,2023-03-30 21:57:00,94.88,577.97003,51.59,773.43994,1708.6005,15714.749,15738.347,30949.11,30933.422
708,100.78,580.77997,50.039997,730.41003,1228.8527,545.8903,15166.411,15257.878,2023-03-30 22:07:00,95.02,576.20996,51.66,772.49994,1708.6005,15788.9,15690.822,30955.312,30948.7
709,100.73,583.31,50.64,734.62994,1228.8527,547.48944,15194.15,15237.036,2023-03-30 22:17:00,94.840004,576.8,51.64,772.49994,1708.6005,15821.31,15629.496,31015.46,30866.531
710,100.73,583.88,50.11,733.22003,1228.8527,547.6125,15146.749,15187.781,2023-03-30 22:27:00,94.799995,576.56,51.45,772.97003,1708.6005,15803.711,15677.938,30950.46,30865.719
711,100.810005,585.28,49.190002,733.50006,1228.8527,548.80786,15306.069,15188.668,2023-03-30 22:37:00,94.899994,577.97003,51.72,772.97003,1708.6005,15785.7705,15698.407,31091.84,30887.074
712,100.75,583.88,50.2,732.66003,1228.8527,548.1997,15178.291,15179.625,2023-03-30 22:47:00,94.92,577.73004,51.420002,773.09,1708.6005,15815.16,15687.06,30993.451,30866.684
713,100.740005,584.44,49.88,733.22003,1228.8527,548.78656,15250.0205,15275.242,2023-03-30 22:57:00,94.810005,579.01996,51.67,772.85,1708.6005,15795.67,15667.193,31045.691,30942.436
714,100.8,583.31,50.81,731.53,1228.8527,548.1992,15180.759,15218.045,2023-03-30 23:07:00,94.91,578.44,52.089996,773.55,1708.6005,15776.899,15689.3545,30957.658,30907.398
715,100.73,584.72003,49.9,732.66003,1228.8527,549.1275,15267.221,15239.199,2023-03-30 23:17:00,94.89,579.26,51.850002,772.49994,1708.6005,15728.98,15680.23,30996.201,30919.43
716,100.56,582.47003,49.190002,731.53,1228.8527,547.3774,15239.92,15189.391,2023-03-30 23:27:00,94.810005,577.38,51.46,773.91,1708.6005,15761.811,15660.038,31001.73,30849.43
717,100.73,581.91003,49.34,730.69006,1228.8527,546.7021,15222.409,15259.992,2023-03-30 23:37:00,94.97,576.68,52.04,771.8,1708.6005,15808.0,15652.895,31030.41,30912.887
718,100.8,583.59,49.980003,731.53,1228.8527,547.67694,15267.99,15244.579,2023-03-30 23:47:00,94.799995,577.14996,51.75,773.43994,1708.6005,15826.18,15652.732,31094.17,30897.312
719,100.8,584.72003,49.8,733.77997,1228.8527,549.10095,15164.33,15217.455,2023-03-30 23:57:00,94.94,579.14,51.550003,772.73,1708.6005,15867.02,15688.196,31031.35,30905.652
720,100.85,584.16003,49.24,733.22003,1228.8527,548.14124,15317.44,15244.794,2023-03-31 00:07:00,94.94,577.97003,51.59,771.21,1708.6005,15802.42,15714.575,31119.86,30959.37
721,100.85,580.22,51.030003,730.13007,1228.8527,546.9766,15154.811,15231.407,2023-03-31 00:17:00,94.82,579.01996,52.359997,775.08,1708.6005,15881.509,15706.908,31036.32,30938.316
722,100.89,584.44,49.13,732.94006,1228.8527,548.78595,15100.529,15277.936,2023-03-31 00:27:00,94.91,579.14,51.74,773.67,1708.6005,15877.26,15676.4375,30977.79,30954.373
723,100.8,584.72003,51.21,731.25006,1228.8527,548.97565,15263.24,15204.569,2023-03-31 00:37:00,94.840004,578.91,51.410004,775.08,1708.6005,15821.37,15721.962,31084.61,30926.531
724,100.86001,584.72003,49.13,732.09,1228.8527,549.611,15121.9,15137.171,2023-03-31 00:47:00,94.94,579.96,51.75,776.02,1708.6005,15916.81,15711.2295,31038.71,30848.4
725,100.92,583.59,50.65,733.22003,1228.8527,548.76044,15082.78,15268.588,2023-03-31 00:57:00,95.01,579.73004,52.02,774.84,1708.6005,15873.29,15685.281,30956.07,30953.87
726,100.939995,585.84,51.21,728.16003,1228.8527,549.8177,15100.76,15196.183,2023-03-31 01:07:00,94.829994,579.61,51.96,777.54,1708.6005,15854.18,15726.656,30954.94,30922.84
727,100.93,586.69,49.5,731.81006,1228.8527,550.4319,15133.62,15127.373,2023-03-31 01:17:00,94.91,579.73004,52.11,776.37,1708.6005,15897.96,15705.853,31031.58,30833.227
728,100.939995,585.28,49.17,733.22003,1228.8527,549.3398,15160.649,15133.825,2023-03-31 01:27:00,94.99,578.79,51.93,775.43,1708.6005,15883.0,15705.067,31043.648,30838.893
729,100.93,584.16003,50.730003,734.62994,1228.8527,549.24274,15149.05,15177.031,2023-03-31 01:37:00,94.88,579.96,52.29,775.66003,1708.6005,15904.801,15724.808,31053.852,30901.84
730,100.939995,585.28,49.08,736.02997,1228.8527,549.38385,15161.36,15160.047,2023-03-31 01:47:00,94.92999,579.26,52.120003,775.2,1708.6005,15857.37,15722.249,31018.73,30882.297
731,100.909996,584.72003,51.2,730.41003,1228.8527,549.10974,15207.82,15207.926,2023-03-31 01:57:00,94.979996,579.26,52.0,775.9,1708.6005,15889.6,15734.64,31097.42,30942.566
732,100.83,583.59,49.18,733.77997,1228.8527,548.38477,15093.119,15173.359,2023-03-31 02:07:00,94.94,578.67,51.91,775.43,1708.6005,15921.609,15705.096,31014.729,30878.455
733,100.810005,585.84,49.24,734.91,1228.8527,549.8065,15193.53,15191.024,2023-03-31 02:17:00,94.92999,579.83997,52.07,776.02,1708.6005,15858.67,15719.512,31052.2,30910.535
734,100.73,585.0,51.140003,734.62994,1228.8527,549.6016,15174.779,15146.875,2023-03-31 02:27:00,94.85,579.83997,52.34,776.84,1708.6005,15884.79,15733.351,31059.57,30880.227
735,100.71999,585.56,49.08,734.62994,1228.8527,549.7222,15189.48,15178.264,2023-03-31 02:37:00,94.99,579.73004,52.16,774.38,1708.6005,15925.85,15714.329,31115.33,30892.594
736,100.69,583.88,50.91,736.30994,1228.8527,548.6588,15176.381,15192.22,2023-03-31 02:47:00,94.88,579.14,51.91,773.91,1708.6005,15823.7,15730.977,31000.082,30923.195
737,100.66,585.28,51.21,738.27997,1228.8527,548.8295,15188.22,15191.828,2023-03-31 02:57:00,94.85,578.44,51.420002,776.02,1708.6005,15860.279,15749.143,31048.5,30940.97
738,100.58,584.44,49.91,731.25006,1228.8527,548.46484,15135.989,15191.9795,2023-03-31 03:07:00,94.91,577.97003,51.94,774.14,1708.6005,15885.54,15691.85,31021.53,30883.828
739,100.57001,584.16003,50.09,736.02997,1228.8527,548.9261,15154.36,15184.387,2023-03-31 03:17:00,94.82,579.38,52.260002,777.06995,1708.6005,15840.42,15689.141,30994.781,30873.527
740,100.58,585.56,49.7,730.69006,1228.8527,549.3842,15160.5205,15160.851,2023-03-31 03:27:00,94.88,578.91,51.420002,774.61,1708.6005,15928.109,15729.492,31088.629,30890.344
741,100.51,584.16003,50.02,730.97003,1228.8527,548.46313,15181.2,15179.077,2023-03-31 03:37:00,94.799995,578.2,52.23,773.79,1708.6005,15937.12,15700.895,31118.32,30879.973
742,100.47,585.0,50.489998,735.47,1228.8527,549.10394,15127.079,15167.835,2023-03-31 03:47:00,94.79,579.14,51.45,776.48,1708.6005,15855.58,15743.036,30982.66,30910.871
743,100.350006,583.03,49.120003,733.22003,1228.8527,547.2924,15126.15,15172.004,2023-03-31 03:57:00,94.77,577.38,51.4,775.55,1708.6005,15975.619,15760.912,31101.77,30932.916
744,100.3,581.63,49.8,731.81006,1228.8527,546.7147,15239.08,15156.458,2023-03-31 04:07:00,94.79,576.91,51.73,773.79,1708.6005,15901.39,15716.377,31140.469,30872.836
745,100.25,581.06,50.690002,729.00006,1228.8527,545.98175,15196.81,15180.46,2023-03-31 04:17:00,94.549995,576.45,51.48,774.73,1708.6005,15925.87,15789.182,31122.68,30969.64
746,100.21001,580.5,50.0,733.50006,1228.8527,545.302,15319.689,15225.898,2023-03-31 04:27:00,94.77,575.74,51.57,773.43994,1708.6005,15956.32,15754.447,31276.01,30980.346
747,100.16,581.06,49.54,734.33997,1228.8527,545.88,15195.15,15184.189,2023-03-31 04:37:00,94.649994,576.33,52.059998,775.2,1708.6005,15904.25,15753.127,31099.4,30937.316
748,100.17,581.33997,49.83,735.18994,1228.8527,545.1667,15196.721,15264.629,2023-03-31 04:47:00,94.61,575.27,52.32,773.91,1708.6005,15882.891,15785.112,31079.611,31049.742
749,100.090004,580.77997,50.609997,730.97003,1228.8527,545.63184,15330.96,15211.26,2023-03-31 04:57:00,94.68,575.98,52.359997,772.97003,1708.6005,15917.2,15754.158,31248.16,30965.418
750,100.08,577.41003,51.2,729.84,1228.8527,543.34174,15384.22,15237.624,2023-03-31 05:07:00,94.61,574.34,52.13,774.26,1708.6005,15906.551,15733.751,31290.77,30971.375
751,100.090004,580.5,49.95,732.09,1228.8527,544.96375,15245.2295,15286.829,2023-03-31 05:17:00,94.7,575.51,51.489998,772.62,1708.6005,15922.939,15769.707,31168.168,31056.535
752,100.1,581.06,49.739998,734.05994,1228.8527,544.7255,15261.14,15309.1045,2023-03-31 05:27:00,94.54,574.68994,51.710003,773.09,1708.6005,15959.72,15756.621,31220.86,31065.727
753,100.060005,580.5,51.0,731.25006,1227.8418,544.4425,15320.561,15213.352,2023-03-31 05:37:00,94.59,574.10004,51.45,772.62,1706.2648,15879.469,15773.931,31200.03,30987.281
754,100.049995,580.77997,51.15,731.53,1227.8418,544.6881,15122.27,15223.547,2023-03-31 05:47:00,94.64,574.57,51.87,773.09,1706.2648,15902.279,15795.663,31024.549,31019.21
