Date,Timestamp,Bottom Hole Pressure,Tubing Pressure,Casing Pressure,Position,Line Pressure,Gas Meter Cumulative Total,Gas Meter Differential Pressure,Gas Meter Flow Rate,Gas Meter Static Pressure,Gas Meter Temperature,Gas Meter Today's Total,Gas Meter Yesterday's Total
04/09/23 8:27,1.68E+12,,837.89,90.28,44.35,522.19,3376657.89,257.68,13813.01,529.23,90.43,4834.89,13513.42
04/09/23 8:37,1.68E+12,,838.36,90,44.29,522.66,3376746.89,255.72,13769.36,529.73,90.32,4923.89,13513.42
04/09/23 8:47,1.68E+12,,837.66,90,43.84,522.77,3376836.91,255.86,13773.56,529.82,90.37,5013.91,13513.42
04/09/23 8:57,1.68E+12,,836.72,90.84,44.36,519.26,3376971.1,260.36,13842.95,526.13,90.32,5148.1,13513.42
04/09/23 9:07,1.68E+12,,837.3,90,43.89,522.89,3377060.85,255.53,13752.71,529.7,90.37,5237.86,13513.42
04/09/23 9:17,1.68E+12,,837.19,90.28,43.99,523.48,3377149.99,255.08,13759.91,530.4,90.42,5326.99,13513.42
04/09/23 9:27,1.68E+12,,838.95,90,43.46,524.3,3377239.64,256.89,13820.36,531.26,90.38,5416.64,13513.42
04/09/23 9:37,1.68E+12,,837.3,90.56,44.02,523.71,3377329.08,257.56,13827.09,530.57,90.47,5506.08,13513.42
04/09/23 9:47,1.68E+12,,838.13,90,44.28,524.53,3377416.18,256.66,13819.95,531.88,90.54,5593.18,13513.42
04/09/23 9:57,1.68E+12,,838.36,90.28,43.79,524.53,3377506.06,254.33,13752.84,531.49,90.52,5683.07,13513.42
04/09/23 10:07,1.68E+12,,837.89,88.88,43.73,524.88,3377640.1,256.79,13817.57,531.64,90.7,5817.1,13513.42
04/09/23 10:17,1.68E+12,,837.66,91.41,43.97,525.35,3377729.01,256.11,13807.18,532.15,90.66,5906.01,13513.42
04/09/23 10:27,1.68E+12,,838.71,90.28,44.36,525.7,3377818.91,256.07,13810.8,532.28,90.46,5995.91,13513.42
04/09/23 10:37,1.68E+12,,837.89,90.28,43.93,525,3377907.93,255.53,13783.12,531.39,90.55,6084.93,13513.42
04/09/23 10:47,1.68E+12,,836.48,89.44,43.5,525.82,3377996.86,253.34,13735.12,532.25,90.63,6173.86,13513.42
04/09/23 10:57,1.68E+12,,838.83,90.56,43.43,525.12,3378085.69,257.36,13831,531.44,90.65,6262.7,13513.42
04/09/23 11:07,1.68E+12,,838.48,92.81,43.42,525.7,3378177.21,254.42,13764.49,532.27,90.62,6354.21,13513.42
04/09/23 11:17,1.68E+12,,818.91,90,43.97,431.6,3378311.55,333.28,14301.78,439.34,89.23,6488.55,13513.42
04/09/23 11:27,1.68E+12,,772.85,88.59,48.08,435.35,3378405.14,380.19,15270.16,441.32,87.6,6582.14,13513.42
04/09/23 11:37,1.68E+12,,725.27,86.91,49.88,446.13,3378505.26,377.97,15434.68,455.16,89.8,6682.26,13513.42
04/09/23 11:47,1.68E+12,,687.89,85.22,54.67,460.78,3378608.98,421.44,16536.56,471.81,92.52,6785.98,13513.42
04/09/23 11:57,1.68E+12,,676.99,83.53,57.43,472.62,3378715.56,445.68,17191.06,482.99,93.17,6892.56,13513.42
04/09/23 12:07,1.68E+12,,682.62,82.69,57.5,479.18,3378827.6,449.86,17389.51,489.77,93.47,7004.61,13513.42
04/09/23 12:17,1.68E+12,,688.13,82.41,57.44,483.16,3378940.45,453.47,17531.61,493.8,93.5,7117.45,13513.42
04/09/23 12:27,1.68E+12,,695.39,82.13,57.96,488.32,3379114.8,464.05,17834.82,499.34,93.44,7291.8,13513.42
04/09/23 12:37,1.68E+12,,696.8,79.31,58.3,491.95,3379231.74,462.46,17848.23,501.69,93.45,7408.74,13513.42
04/09/23 12:47,1.68E+12,,753.4,83.25,57.4,597.66,3379337.84,338.22,16849.8,606.05,95.92,7514.84,13513.42
04/09/23 12:57,1.68E+12,,754.8,83.81,57.93,596.6,3379450.83,351.4,17157.4,605.21,95.94,7627.83,13513.42
04/09/23 13:07,1.68E+12,,785.39,84.94,49.81,586.88,3379563.26,281.92,15238.33,593.79,95.92,7740.26,13513.42
04/09/23 13:17,1.68E+12,,799.57,85.78,50.14,580.66,3379663.53,307.43,15861.04,588.43,94.1,7840.53,13513.42
04/09/23 13:27,1.68E+12,,821.48,84.38,46.75,569.3,3379764.47,286.18,15156.76,576.64,93.66,7941.47,13513.42
04/09/23 13:37,1.68E+12,,823.36,87.75,47.36,567.3,3379911.78,288.69,15213.31,574.88,92.76,8088.79,13513.42
04/09/23 13:47,1.68E+12,,823.83,88.03,47.32,569.41,3380011.03,289.76,15252.68,575.63,92.68,8188.04,13513.42
04/09/23 13:57,1.68E+12,,823.48,88.88,46.98,567.77,3380108.28,288.54,15206,574.59,92.73,8285.28,13513.42
04/09/23 14:07,1.68E+12,,823.24,89.16,46.79,567.66,3380208.4,288.92,15237.19,575.26,92.82,8385.4,13513.42
04/09/23 14:17,1.68E+12,,822.77,89.44,46.85,567.66,3380304.93,288.17,15200.62,575.01,92.81,8481.93,13513.42
04/09/23 14:27,1.68E+12,,822.66,89.72,47.2,566.48,3380404.31,289.13,15209.43,573.64,92.65,8581.32,13513.42
04/09/23 14:37,1.68E+12,,822.19,89.72,46.96,566.25,3380504.41,289.44,15177.91,573.71,92.69,8681.41,13513.42
04/09/23 14:47,1.68E+12,,797.81,89.16,46.85,462.66,3380652.87,397.94,16113.61,472.33,91.05,8829.87,13513.42
04/09/23 14:57,1.68E+12,,819.73,90.28,47.27,563.91,3380754.41,289.45,15193.32,571.35,92.22,8931.42,13513.42
04/09/23 15:07,1.68E+12,,821.84,90.28,46.88,570.23,3380852.22,283.43,15113.22,577.61,92.77,9029.23,13513.42
04/09/23 15:17,1.68E+12,,849.73,91.69,44.39,550.2,3380949.9,243.57,13759.56,557.07,92.84,9126.9,13513.42
04/09/23 15:27,1.68E+12,,852.19,90.56,44.18,549.26,3381039.53,244.71,13799.58,555.98,91.41,9216.54,13513.42
04/09/23 15:37,1.68E+12,,852.77,91.69,43.45,547.03,3381128.56,250.29,13930.93,553.99,91.22,9305.57,13513.42
04/09/23 15:47,1.68E+12,,853.71,91.13,43.43,548.79,3381220.61,250.45,13960.22,555.67,91.04,9397.62,13513.42
04/09/23 15:57,1.68E+12,,854.18,92.53,43.5,548.09,3381357.16,253.31,14018.62,554.9,91.13,9534.17,13513.42
04/09/23 16:07,1.68E+12,,854.18,92.25,43.78,547.85,3381445.95,253.52,14032.32,554.68,90.98,9622.95,13513.42
04/09/23 16:17,1.68E+12,,854.06,92.25,43.76,547.15,3381538.29,249.84,13924.78,554.28,91.07,9715.29,13513.42
04/09/23 16:27,1.68E+12,,854.41,93.38,43.83,548.09,3381627.65,254.33,14059,555.16,91.1,9804.65,13513.42
04/09/23 16:37,1.68E+12,,854.41,92.81,44.27,548.79,3381718.93,249.33,13928.44,555.67,91.1,9895.93,13513.42
04/09/23 16:47,1.68E+12,,854.18,93.09,44.27,548.44,3381810.16,249.45,13925.41,555.18,91.1,9987.17,13513.42
04/09/23 16:57,1.68E+12,,853.83,93.38,44.16,548.44,3381899.44,252.77,14017.89,555.23,91.06,10076.44,13513.42
04/09/23 17:07,1.68E+12,,853.71,93.09,44.25,548.55,3382037.07,253.34,14035.4,555.44,91.11,10214.07,13513.42
04/09/23 17:17,1.68E+12,,853.01,92.81,43.43,548.09,3382127.45,252.86,14016.98,555,91.08,10304.45,13513.42
04/09/23 17:27,1.68E+12,,852.66,93.09,44.32,547.38,3382217.67,252.48,13994.36,554.03,91.05,10394.67,13513.42
04/09/23 17:37,1.68E+12,,852.66,93.38,44.37,547.15,3382308.64,250.9,13951.72,554.11,91.08,10485.64,13513.42
04/09/23 17:47,1.68E+12,,852.3,93.09,44.39,547.85,3382396.97,252.54,14007.09,555.02,91.1,10573.97,13513.42
04/09/23 17:57,1.68E+12,,851.95,93.09,44.24,547.62,3382487.98,249.29,13948.53,554.49,91.09,10664.98,13513.42
04/09/23 18:07,1.68E+12,,851.95,93.09,44.07,547.97,3382579.72,250.56,13953.08,554.89,91.03,10756.72,13513.42
04/09/23 18:17,1.68E+12,,851.13,93.09,44.08,547.15,3382713.34,250.12,13954.77,553.87,91.05,10890.34,13513.42
04/09/23 18:27,1.68E+12,,851.25,93.38,44.26,545.86,3382804.24,247.39,13880.48,552.54,91.05,10981.25,13513.42
04/09/23 18:37,1.68E+12,,850.2,93.09,43.89,545.63,3382893.11,250.49,13789.34,552.62,91.07,11070.12,13513.42
04/09/23 18:47,1.68E+12,,850.08,93.09,44.36,544.69,3382983.91,251.81,13821.98,551.66,91.01,11160.91,13513.42
04/09/23 18:57,1.68E+12,,871.88,93.66,42.12,521.95,3383070.43,230.68,13078.73,527.78,89.98,11247.44,13513.42
04/09/23 19:07,1.68E+12,,800.86,91.69,50.32,547.73,3383178.13,354.77,16564.58,553.64,89.34,11355.13,13513.42
04/09/23 19:17,1.68E+12,,781.88,91.13,49.95,559.34,3383259.11,309.16,15624.14,567.36,93.01,11436.11,13513.42
04/09/23 19:27,1.68E+12,,743.09,89.16,49.89,459.84,3383412.31,391.76,15932.79,469.37,91.38,11589.31,13513.42
04/09/23 19:37,1.68E+12,,744.61,88.03,49.62,466.17,3383516.08,397.29,16155.45,475.65,91.27,11693.08,13513.42
04/09/23 19:47,1.68E+12,,738.75,87.47,52.16,465.82,3383629.31,421.99,16651.86,476.3,91.24,11806.31,13513.42
04/09/23 19:57,1.68E+12,,724.34,86.34,51.44,471.45,3383725.92,411.86,16535.98,481.43,91.84,11902.92,13513.42
04/09/23 20:07,1.68E+12,,723.52,85.78,51.98,470.04,3383833.07,405.8,16386.83,479.94,92.02,12010.08,13513.42
04/09/23 20:17,1.68E+12,,774.84,86.63,52.15,579.14,3383937.6,298.17,15606.53,586.54,93.58,12114.6,13513.42
04/09/23 20:27,1.68E+12,,795.12,87.47,49.79,586.05,3384038.38,288.64,15435.81,593.44,94.54,12215.39,13513.42
04/09/23 20:37,1.68E+12,,796.29,88.03,49.46,579.84,3384191.82,304.44,15775.92,587.84,94.13,12368.82,13513.42
04/09/23 20:47,1.68E+12,,797.11,88.03,50.19,581.72,3384292.79,302.3,15745.97,589.62,94.14,12469.79,13513.42
04/09/23 20:57,1.68E+12,,811.05,88.59,47.46,571.88,3384391.74,291.48,15339.2,579.71,93.54,12568.75,13513.42
04/09/23 21:07,1.68E+12,,811.05,88.88,47.64,571.99,3384490.71,290.49,15317.65,579.77,93.34,12667.71,13513.42
04/09/23 21:17,1.68E+12,,811.29,89.44,47.47,571.41,3384589.75,291.74,15341.03,579.07,93.32,12766.75,13513.42
04/09/23 21:27,1.68E+12,,811.05,89.44,47.68,571.29,3384689.96,294.31,15407.27,579.06,93.32,12866.96,13513.42
04/09/23 21:37,1.68E+12,,810.59,89.44,47.86,571.41,3384790.87,291.29,15329.79,579.11,93.33,12967.87,13513.42
04/09/23 21:47,1.68E+12,,808.36,89.72,48.38,566.25,3384938.51,295.02,15359.33,574.13,93.18,13115.51,13513.42
04/09/23 21:57,1.68E+12,,807.54,89.72,48.25,565.43,3385039.45,296.51,15350.46,573.27,93.22,13216.45,13513.42
04/09/23 22:07,1.68E+12,,806.72,89.72,48.35,564.96,3385137.85,294.64,15329.75,572.88,93.32,13314.85,13513.42
04/09/23 22:17,1.68E+12,,792.3,89.72,49.64,572.23,3385239.83,305.57,15706.69,580.23,93.61,13416.83,13513.42
04/09/23 22:27,1.68E+12,,782.81,88.59,49.88,568.48,3385340.68,297,15424.29,576.34,94.14,13517.69,13513.42
04/09/23 22:38,1.68E+12,,789.02,88.88,50.16,567.77,3385489.33,297.72,15436.93,575.84,94.07,13666.34,13513.42
04/09/23 22:47,1.68E+12,,790.9,88.88,50.24,569.77,3385538.9,301.69,15563,577.56,94.03,13715.9,13513.42
04/09/23 22:57,1.68E+12,,785.51,88.59,49.72,568.95,3385689.9,300.31,15512.9,576.72,94.23,13866.91,13513.42
04/09/23 23:07,1.68E+12,,788.2,88.31,49.93,568.83,3385789.79,300.34,15520.28,577.07,94.12,13966.79,13513.42
04/09/23 23:17,1.68E+12,,787.97,88.31,50.29,569.53,3385901.75,299.27,15499.88,577.5,94.08,14078.75,13513.42
04/09/23 23:27,1.68E+12,,786.45,88.59,49.62,568.95,3385992.86,298.89,15480.89,576.87,94.1,14169.87,13513.42
04/09/23 23:37,1.68E+12,,786.56,88.31,50.31,569.65,3386090.94,296.93,15439.61,577.65,94.21,14267.94,13513.42
04/09/23 23:47,1.68E+12,,787.73,88.31,50.33,569.53,3386191.91,298.4,15476.76,577.45,94.09,14368.91,13513.42
04/09/23 23:57,1.68E+12,,786.21,88.31,49.51,568.83,3386342.49,297.15,15432.53,576.61,94.11,14519.49,13513.42
04/10/23 0:07,1.68E+12,,786.45,88.31,50.21,568.59,3386418.54,297.79,15446.35,576.45,94.14,76.05,14544.36
04/10/23 0:17,1.68E+12,,786.8,88.03,49.45,568.71,3386519.51,296.98,15428.48,576.77,94.22,177.02,14544.36
04/10/23 0:27,1.68E+12,,785.63,88.03,50.28,568.95,3386617.21,295.56,15394.76,576.89,94.17,274.72,14544.36
04/10/23 0:37,1.68E+12,,785.98,88.03,49.85,568.13,3386718.12,296.73,15417.82,576.29,94.09,375.62,14544.36
04/10/23 0:47,1.68E+12,,787.27,88.31,49.79,568.36,3386819.02,298.78,15475.05,576.57,94.03,476.53,14544.36
04/10/23 0:57,1.68E+12,,786.56,88.03,49.6,568.01,3386920.03,299.61,15485.86,576.08,94.23,577.54,14544.36
04/10/23 1:07,1.68E+12,,786.45,88.31,49.39,568.24,3387019.83,297.48,15433.89,576.15,94.16,677.33,14544.36
04/10/23 1:17,1.68E+12,,785.98,88.31,50.02,568.59,3387170.89,299.09,15479.95,576.5,94.15,828.4,14544.36
04/10/23 1:27,1.68E+12,,784.92,88.31,50.33,567.66,3387269.98,296.94,15413.76,575.68,94.14,927.49,14544.36
04/10/23 1:37,1.68E+12,,786.8,88.03,49.64,567.66,3387370.73,297.98,15443.68,575.8,94.04,1028.24,14544.36
04/10/23 1:47,1.68E+12,,784.92,88.31,49.51,568.36,3387469.61,298.46,15459.81,576.19,94.13,1127.12,14544.36
04/10/23 1:57,1.68E+12,,785.51,88.31,49.79,567.54,3387569.31,297.62,15429.14,575.47,94.08,1226.82,14544.36
04/10/23 2:07,1.68E+12,,785.63,88.03,50.25,567.77,3387669.03,299.48,15479.42,575.8,94.19,1326.54,14544.36
04/10/23 2:17,1.68E+12,,784.8,88.31,49.41,567.42,3387771.71,300.53,15501.38,575.36,94.11,1429.22,14544.36
04/10/23 2:27,1.68E+12,,785.27,88.03,49.55,566.95,3387921.16,297.68,15422.37,574.89,94.09,1578.67,14544.36
04/10/23 2:37,1.68E+12,,784.8,87.75,49.88,566.02,3388022.05,300.32,15479.38,574.16,94.1,1679.56,14544.36
04/10/23 2:47,1.68E+12,,784.34,88.03,50.21,566.72,3388121.82,299.39,15462.59,574.77,94.19,1779.33,14544.36
04/10/23 2:57,1.68E+12,,980.86,93.66,47.74,945.35,3388180.06,39.17,7227.29,948.59,98.52,1837.56,14544.36
04/10/23 3:07,1.68E+12,,986.84,93.09,47.81,953.67,3388226.6,36.69,7077.52,956.88,99.93,1884.11,14544.36
04/10/23 3:17,1.68E+12,,988.36,92.81,48.04,954.61,3388271.96,37.33,7138.71,957.67,100.28,1929.47,14544.36
04/10/23 3:27,1.68E+12,,812.58,88.59,49.49,573.87,3388371.6,330.3,16334.52,580.72,93.27,2029.11,14544.36
04/10/23 3:37,1.68E+12,,815.63,89.72,49.46,582.07,3388517.58,326.63,16384.41,590.54,93.46,2175.09,14544.36
04/10/23 3:47,1.68E+12,,812.81,89.72,49.43,583.59,3388624.44,323.39,16322.08,592.11,93.72,2281.95,14544.36
04/10/23 3:57,1.68E+12,,808.36,90.56,49.55,581.48,3388727.45,323.18,16281.71,589.81,93.83,2384.96,14544.36
04/10/23 4:07,1.68E+12,,804.96,90.28,49.7,579.96,3388835.21,321.19,16202.5,588.22,93.93,2492.72,14544.36
04/10/23 4:17,1.68E+12,,801.21,90.28,50.27,577.62,3388938.61,317.32,16075.36,585.97,94.11,2596.12,14544.36
04/10/23 4:27,1.68E+12,,801.8,90.56,50.28,577.38,3389043.21,313.76,15983.33,585.59,93.97,2700.72,14544.36
04/10/23 4:37,1.68E+12,,800.86,90.28,50.32,576.45,3389144.07,313.38,16042.1,584.7,93.95,2801.58,14544.36
04/10/23 4:47,1.68E+12,,799.45,90.28,49.4,576.21,3389301.67,313.66,15963.86,584.49,94.04,2959.18,14544.36
04/10/23 4:57,1.68E+12,1321.46,798.16,90.28,49.82,574.8,3389403.39,313.05,15886.87,583.02,94.04,3060.9,14544.36
04/10/23 5:07,1.68E+12,1325.14,797.58,90.28,50.34,575.04,3389508.21,309.43,15851.53,583.37,94.08,3165.72,14544.36
04/10/23 5:17,1.68E+12,1326.82,796.99,90.56,49.66,574.34,3389610.6,309.62,15855.17,582.6,94.09,3268.11,14544.36
04/10/23 5:27,1.68E+12,1326.62,796.88,90.28,50.31,573.98,3389712.92,310.47,15832.92,582.2,94.2,3370.43,14544.36
04/10/23 5:37,1.68E+12,1327.67,796.64,90,49.49,573.98,3389816.33,309.76,15859.46,582.12,94.07,3473.84,14544.36
04/10/23 5:47,1.68E+12,1326.37,796.29,90,49.45,573.87,3389919.52,311.7,15878.51,582.04,94.1,3577.03,14544.36
04/10/23 5:57,1.68E+12,1325.43,795.23,90,49.6,573.63,3390071.35,308.37,15800.46,581.68,94.18,3728.86,14544.36
04/10/23 6:07,1.68E+12,1329.17,794.88,90.28,50.23,573.63,3390175.55,308.72,15814.07,581.79,94.22,3833.06,14544.36
04/10/23 6:17,1.68E+12,1328.49,794.65,90.28,50.03,572.93,3390277.46,308.52,15787.76,581.18,94.25,3934.97,14544.36
04/10/23 6:27,1.68E+12,1329.74,794.53,90.28,49.92,573.28,3390380.26,308.05,15776.01,581.39,94.18,4037.77,14544.36
04/10/23 6:37,1.68E+12,1330.29,794.06,89.72,49.47,573.28,3390482.25,307.85,15783.26,581.52,94.21,4139.76,14544.36
04/10/23 6:47,1.68E+12,1329.91,794.06,90,49.89,573.75,3390582.91,307.36,15768.87,581.93,94.21,4240.42,14544.36
04/10/23 6:57,1.68E+12,1330.59,793.83,90,50.13,573.63,3390684.78,306.81,15747.71,581.72,94.27,4342.29,14544.36
04/10/23 7:07,1.68E+12,1331.59,792.77,90,49.65,571.05,3390837.83,310.13,15808.4,580.1,94.26,4495.34,14544.36
04/10/23 7:17,1.68E+12,1328.64,792.77,90,50.2,572.7,3390939.52,306.72,15731.61,580.88,94.37,4597.02,14544.36
04/10/23 7:27,1.68E+12,1332.33,792.3,90,49.46,573.63,3391040.92,304.88,15696.16,581.61,94.33,4698.43,14544.36
04/10/23 7:37,1.68E+12,1334.02,791.95,89.72,49.42,573.75,3391144.34,302.88,15647.43,581.85,94.39,4801.85,14544.36
04/10/23 7:47,1.68E+12,1336.37,791.25,90,50.27,572.58,3391244.45,304.32,15665.51,580.54,94.41,4901.96,14544.36
04/10/23 7:57,1.68E+12,1335.47,789.84,89.72,49.4,572.34,3391346.45,301.2,15586.13,580.67,94.51,5003.96,14544.36
04/10/23 8:07,1.68E+12,1339.3,787.85,89.72,49.58,571.17,3391448.17,301.04,15561.61,579.21,94.5,5105.68,14544.36
04/10/23 8:17,1.68E+12,1340.48,787.62,89.72,50.3,569.88,3391599.82,299.34,15499.11,577.85,94.5,5257.33,14544.36
04/10/23 8:27,1.68E+12,1343.5,786.8,89.44,50.33,570.47,3391698.13,297.04,15448.29,578.33,94.42,5355.64,14544.36
04/10/23 8:37,1.68E+12,1345.97,786.56,89.16,50.24,571.05,3391799.06,297.29,15463.05,579.09,94.55,5456.57,14544.36
04/10/23 8:47,1.68E+12,1345.22,786.21,89.72,49.9,570.35,3391898.8,297.16,15447.82,578.18,94.5,5556.31,14544.36
04/10/23 8:57,1.68E+12,1345.95,785.98,89.16,49.39,570.23,3391998.5,295.78,15412.2,578.18,94.52,5656.01,14544.36
04/10/23 9:07,1.68E+12,1347.67,785.51,89.44,49.4,568.59,3392098.12,297.14,15411.59,575.63,94.52,5755.63,14544.36
04/10/23 9:17,1.68E+12,1347.68,785.04,89.16,49.46,570.23,3392198.66,291.7,15306.75,578.3,94.63,5856.17,14544.36
04/10/23 9:27,1.68E+12,1352.81,785.51,88.59,49.81,570.35,3392349.3,293.87,15359.95,577.96,94.52,6006.81,14544.36
04/10/23 9:37,1.68E+12,1350.17,785.98,88.88,49.96,571.17,3392449.73,295.32,15416.48,579.37,94.55,6107.24,14544.36
04/10/23 9:47,1.68E+12,1347.38,785.63,89.44,50.33,571.52,3392546.99,295.86,15426.23,579.09,94.57,6204.5,14544.36
04/10/23 9:58,1.68E+12,1346.88,785.39,89.44,49.46,571.05,3392649.2,294.87,15395.36,578.86,94.69,6306.71,14544.36
04/10/23 10:07,1.68E+12,1348.37,785.63,89.16,49.49,571.99,3392746.69,294.11,15386.91,579.68,94.7,6404.2,14544.36
04/10/23 10:17,1.68E+12,1348.77,785.86,89.44,49.64,572.34,3392848.06,291.96,15335.39,579.85,94.6,6505.57,14544.36
04/10/23 10:27,1.68E+12,1351.27,785.16,88.88,49.92,571.64,3392947.35,293.14,15355.36,579.13,94.63,6604.86,14544.36
04/10/23 10:37,1.68E+12,1350.27,784.92,88.88,50.33,571.05,3393096.67,293.79,15365.96,578.55,94.53,6754.18,14544.36
04/10/23 10:47,1.68E+12,1349.73,787.03,89.16,50.33,570.82,3393196.95,293.59,15358.98,578.49,94.59,6854.46,14544.36
04/10/23 10:57,1.68E+12,1350.05,784.1,86.63,49.41,572.23,3393294.11,293.67,15375.4,579.65,94.69,6951.62,14544.36
04/10/23 11:07,1.68E+12,1349.23,784.57,88.88,49.86,570.35,3393396.1,293.24,15338.77,577.79,94.67,7053.6,14544.36
04/10/23 11:17,1.68E+12,1351,785.63,88.88,49.44,572.34,3393495.59,292.16,15343.59,580.02,94.56,7153.1,14544.36
04/10/23 11:27,1.68E+12,1350.75,785.16,88.03,50.29,572.81,3393593.72,293.19,15368.33,580.1,94.73,7251.23,14544.36
04/10/23 11:37,1.68E+12,1349.51,785.63,88.88,49.67,572.46,3393693.87,293.34,15371.42,579.94,94.65,7351.38,14544.36
04/10/23 11:47,1.68E+12,1349.34,785.04,88.88,49.65,571.41,3393843.07,293.61,15359.13,578.55,94.66,7500.58,14544.36
04/10/23 11:57,1.68E+12,1349.92,784.8,89.16,50.04,571.88,3393941.16,293.66,15371.11,579.25,94.59,7598.67,14544.36
04/10/23 12:07,1.68E+12,1349.31,784.92,90,49.8,571.64,3394040.34,293.12,15359.98,579.45,94.6,7697.85,14544.36
04/10/23 12:17,1.68E+12,1349.84,784.34,89.44,50.32,571.29,3394140.56,295.26,15403.53,578.69,94.66,7798.07,14544.36
04/10/23 12:27,1.68E+12,1347.68,785.51,88.31,49.46,571.05,3394241.81,293.61,15359.77,578.52,94.59,7899.32,14544.36
04/10/23 12:37,1.68E+12,1349.81,785.74,88.59,49.65,570.94,3394341.01,294.55,15384.84,578.48,94.52,7998.52,14544.36
04/10/23 12:47,1.68E+12,1348.56,785.98,89.72,50.29,571.76,3394440.88,293.23,15361.5,579.23,94.5,8098.39,14544.36
04/10/23 12:57,1.68E+12,1349.68,786.45,88.88,49.6,573.4,3394589.36,293.7,15394.25,580.95,94.68,8246.87,14544.36
04/10/23 13:07,1.68E+12,1348.05,785.51,88.31,50.34,569.06,3394688.54,297.41,15433.57,576.79,94.58,8346.05,14544.36
04/10/23 13:17,1.68E+12,1346.1,785.04,88.88,49.93,573.05,3394788.89,292.98,15370.38,580.46,94.6,8446.4,14544.36
04/10/23 13:27,1.68E+12,1349.18,785.86,88.88,50.01,573.87,3394887.96,291.99,15354.58,581.19,94.61,8545.47,14544.36
04/10/23 13:37,1.68E+12,1349.94,786.21,88.31,49.6,573.05,3394988.18,291.81,15340.38,580.55,94.65,8645.69,14544.36
04/10/23 13:47,1.68E+12,1350.61,785.39,88.88,49.49,572.58,3395086.33,291.63,15333.26,580.29,94.58,8743.84,14544.36
04/10/23 13:57,1.68E+12,1350.94,784.92,88.88,49.73,571.29,3395186.54,291.42,15307.77,578.88,94.61,8844.05,14544.36
04/10/23 14:07,1.68E+12,1352.18,785.27,89.16,49.95,571.17,3395334.83,295.33,15403.13,578.43,94.58,8992.34,14544.36
04/10/23 14:17,1.68E+12,1347.47,783.75,88.88,49.51,571.88,3395434.01,292.69,15347.38,579.34,94.6,9091.52,14544.36
04/10/23 14:27,1.68E+12,1350.19,785.74,89.44,50.21,571.64,3395535.22,294.52,15394.28,579.27,94.55,9192.73,14544.36
04/10/23 14:37,1.68E+12,1347.86,787.15,88.88,50.29,572.11,3395635.07,292.88,15359.28,579.78,94.54,9292.58,14544.36
04/10/23 14:47,1.68E+12,1349.56,783.98,88.88,50.28,571.05,3395733.7,294.61,15395.33,579.2,94.58,9391.21,14544.36
04/10/23 14:57,1.68E+12,1347.77,748.95,87.47,50.23,475.66,3395834.17,390.95,16178.42,485.94,92.93,9491.68,14544.36
04/10/23 15:07,1.68E+12,1309.91,729.49,87.19,49.62,464.41,3395939.77,381.71,15799.12,473.87,91.98,9597.28,14544.36
04/10/23 15:17,1.68E+12,1328.07,747.66,87.47,49.73,467.58,3396095.77,397.36,16155.85,477.28,91.5,9753.28,14544.36
04/10/23 15:27,1.68E+12,1310.94,743.55,86.91,49.38,469.22,3396198.45,392.8,16110.29,478.62,91.69,9855.96,14544.36
04/10/23 15:37,1.68E+12,1313.09,749.18,86.91,50.32,468.63,3396303.77,400.02,16251.24,478.03,91.29,9961.28,14544.36
04/10/23 15:47,1.68E+12,1306.36,748.24,87.47,49.39,469.8,3396410.96,401.46,16298.28,479.1,91.26,10068.47,14544.36
04/10/23 15:57,1.68E+12,1304.11,747.89,86.34,50.07,470.27,3396516.36,395.03,16175.79,479.47,91.36,10173.87,14544.36
04/10/23 16:07,1.68E+12,1309.9,752.23,86.63,50.32,471.8,3396621.61,403.07,16370.94,481.44,91.22,10279.11,14544.36
04/10/23 16:17,1.68E+12,1300.64,749.77,86.63,50.09,472.27,3396727.2,401.39,16349.89,482,91.23,10384.71,14544.36
04/10/23 16:27,1.68E+12,1301.61,785.51,87.47,50.34,580.66,3396884.52,264.43,14974.02,587.16,92.48,10542.02,14544.36
04/10/23 16:37,1.68E+12,1368.37,782.23,87.75,50.23,538.01,3396982.35,334.96,16076.51,559.41,93.98,10639.86,14544.36
04/10/23 16:47,1.68E+12,1314.55,757.85,86.91,49.38,471.56,3397089.38,414.34,16607.55,481.88,91.38,10746.89,14544.36
04/10/23 16:57,1.68E+12,1289.46,746.48,86.06,49.46,471.68,3397197.08,402,16274.54,481.17,91.2,10854.59,14544.36
04/10/23 17:07,1.68E+12,1305.08,750.47,86.91,49.76,469.69,3397300.83,399.43,16264.5,479.38,91.27,10958.34,14544.36
04/10/23 17:17,1.68E+12,1305.53,755.39,86.91,49.38,474.02,3397407.93,405.93,16490.51,483.66,91.12,11065.43,14544.36
04/10/23 17:27,1.68E+12,1294.86,750.12,86.63,49.41,471.68,3397514.11,404.36,16394.34,481.37,91.08,11171.62,14544.36
04/10/23 17:37,1.68E+12,1299.36,752.7,86.63,50.3,470.86,3397673.09,405.86,16440.48,480.52,91.1,11330.6,14544.36
04/10/23 17:47,1.68E+12,1297.16,752.23,86.63,49.52,471.33,3397780.33,407.95,16421.18,481.07,90.95,11437.84,14544.36
04/10/23 17:57,1.68E+12,1298.05,749.18,86.63,49.43,470.98,3397886.31,403.66,16388.36,480.57,90.99,11543.82,14544.36
04/10/23 18:07,1.68E+12,1299.57,751.52,86.34,49.75,470.86,3397993.39,402.73,16354.26,480.53,91.01,11650.9,14544.36
