?Date,Timestamp,Bottom Hole Pressure,Tubing Pressure,Casing Pressure,Position,Line Pressure,Gas Meter Cumulative Total,Gas Meter Differential Pressure,Gas Meter Flow Rate,Gas Meter Static Pressure,Gas Meter Temperature,Gas Meter Today's Total,Gas Meter Yesterday's Total
3/27/2023 8:47,1.68E+12,1197.68,742.22,2.25,44.3,503.44,2623608.41,350.11,14795.95,507.09,97.09,5348.74,15738.82
3/27/2023 8:57,1.68E+12,1193.04,750.94,1.13,44.23,502.59,2623704.89,361.56,15027.48,507.58,97.04,5445.23,15738.82
3/27/2023 9:07,1.68E+12,1188.69,701.16,2.53,50.75,519.75,2623821.32,413.25,16328.75,525.43,97.4,5561.65,15738.82
3/27/2023 9:17,1.68E+12,1164.85,705.38,2.25,53.95,566.16,2623906.25,353.71,15782.42,571.2,100.42,5646.58,15738.82
3/27/2023 9:27,1.68E+12,1174.73,754.59,0.84,45.91,565.03,2624005.77,337.5,15366.47,568.2,99.47,5746.1,15738.82
3/27/2023 9:37,1.68E+12,1182.36,754.03,0.56,44.25,538.03,2624105.6,388.51,16099.3,543.28,98.66,5845.93,15738.82
3/27/2023 9:47,1.68E+12,1168.95,728.44,0.28,46.23,507.38,2624259.68,402.03,15898.09,512.92,98.06,6000.02,15738.82
3/27/2023 9:57,1.68E+12,1172.59,727.03,0,44.23,508.5,2624363,405.34,15894.26,514.71,97.81,6103.33,15738.82
3/27/2023 10:07,1.68E+12,1172.66,725.91,-0.56,45.16,516.66,2624465.4,382.14,15665.25,522.83,97.94,6205.73,15738.82
3/27/2023 10:17,1.68E+12,1176.83,732.09,1.69,45.22,513.84,2624567.61,399.38,15956.03,519.72,98.04,6307.94,15738.82
3/27/2023 10:27,1.68E+12,1171.52,729.28,-0.56,45.93,513.56,2624671.12,395.73,15851.79,518.5,97.91,6411.46,15738.82
3/27/2023 10:37,1.68E+12,1173.41,732.09,0,44.24,515.81,2624773.51,393.99,15885.6,521.96,98.05,6513.84,15738.82
3/27/2023 10:47,1.68E+12,1172.78,727.31,-1.13,46.12,514.69,2624876.16,393.21,15835.59,519.69,97.97,6616.49,15738.82
3/27/2023 10:57,1.68E+12,1173.69,731.53,1.69,44.22,514.69,2625030.11,396.6,15924.05,520.98,97.91,6770.44,15738.82
3/27/2023 11:07,1.68E+12,1172.07,726.75,1.69,44.9,516.66,2625133.55,394.32,15886.55,521.46,97.91,6873.88,15738.82
3/27/2023 11:17,1.68E+12,1172.74,726.47,1.41,44.36,517.5,2625235.88,390.39,15815.62,522.1,98.11,6976.21,15738.82
3/27/2023 11:27,1.68E+12,1174.03,725.63,-0.84,44.19,517.78,2625338.37,391.1,15833.76,522.27,98.02,7078.7,15738.82
3/27/2023 11:37,1.68E+12,1173.69,730.41,1.13,44.98,517.5,2625441.65,392.35,15862.6,522.55,98.05,7181.99,15738.82
3/27/2023 11:47,1.68E+12,1173.15,728.72,-1.69,46.21,516.66,2625543.91,392.48,15861.22,522.25,97.99,7284.24,15738.82
3/27/2023 11:57,1.68E+12,1173.17,728.72,-0.56,44.21,517.22,2625646.27,394.56,15901.98,522.22,98,7386.6,15738.82
3/27/2023 12:07,1.68E+12,1172.42,727.31,-2.81,46.3,516.94,2625800.14,390.31,15812.79,522,98.09,7540.47,15738.82
3/27/2023 12:17,1.68E+12,1174.04,728.44,-0.56,44.55,516.94,2625903.53,390.95,15823.86,521.95,98.14,7643.87,15738.82
3/27/2023 12:27,1.68E+12,1173.83,729.28,-0.84,46,515.81,2626005.64,389.4,15786.33,521.51,98.12,7745.97,15738.82
3/27/2023 12:37,1.68E+12,1174.5,729,-0.56,46.28,516.66,2626107.72,391.51,15827.22,521.49,98.16,7848.06,15738.82
3/27/2023 12:47,1.68E+12,1173.75,729.28,-1.13,44.76,516.09,2626211.34,395.7,15910.43,521.42,98.07,7951.67,15738.82
3/27/2023 12:57,1.68E+12,1172.23,731.53,-1.13,45.39,514.41,2626313.53,389.6,15767.48,519.96,98.03,8053.87,15738.82
3/27/2023 13:07,1.68E+12,1174.82,732.38,1.41,46.16,514.97,2626416.07,395.67,15880.25,519.41,97.93,8156.4,15738.82
3/27/2023 13:17,1.68E+12,1172.76,732.66,-0.84,46.02,514.69,2626570.13,396.54,15892.65,519.19,97.99,8310.46,15738.82
3/27/2023 13:27,1.68E+12,1172.53,734.63,1.69,44.23,516.94,2626673.7,398.05,15932.88,519.95,98.09,8414.03,15738.82
3/27/2023 13:37,1.68E+12,1171.79,729,1.69,44.84,514.97,2626775.85,396.27,15886.36,519.13,98,8516.18,15738.82
3/27/2023 13:47,1.68E+12,1172.62,728.16,0,46.2,515.81,2626877.15,387.93,15726.94,519.49,98.03,8617.48,15738.82
3/27/2023 13:57,1.68E+12,1175.53,730.69,-0.84,44.52,517.22,2626980.6,390.06,15764.46,519.13,97.97,8720.93,15738.82
3/27/2023 14:07,1.68E+12,1174.83,729.56,0.84,45.84,516.38,2627084.36,391.49,15804.15,519.86,97.98,8824.69,15738.82
3/27/2023 14:17,1.68E+12,1174.1,727.03,0.84,46.32,516.38,2627186.81,398.14,15944.37,520.39,97.93,8927.14,15738.82
3/27/2023 14:27,1.68E+12,1171.54,730.69,1.41,46.21,513.56,2627339.88,393.84,15829.23,518.59,98.05,9080.21,15738.82
3/27/2023 14:37,1.68E+12,1173.63,732.66,2.53,45.1,514.41,2627444.64,393.57,15830.51,518.91,97.96,9184.97,15738.82
3/27/2023 14:47,1.68E+12,1173.59,727.88,0.84,44.51,514.13,2627545.83,393.57,15821.42,518.45,98.05,9286.16,15738.82
3/27/2023 14:57,1.68E+12,1173.75,729,0.84,44.92,514.13,2627649.32,394.56,15839.55,518.29,97.99,9389.66,15738.82
3/27/2023 15:07,1.68E+12,1173.41,729.84,1.41,46.29,514.97,2627753.06,390.64,15763.92,518.35,97.95,9493.39,15738.82
3/27/2023 15:17,1.68E+12,1174.79,731.53,0.84,44.61,513.28,2627855.57,396.07,15872.05,518.39,97.92,9595.91,15738.82
3/27/2023 15:27,1.68E+12,1172.81,732.66,1.41,45.11,513.56,2627958.04,392.7,15799.76,518.07,97.98,9698.37,15738.82
3/27/2023 15:37,1.68E+12,1174.12,730.13,0,46.13,513.84,2628112.36,394.62,15843.53,518.25,97.79,9852.69,15738.82
3/27/2023 15:47,1.68E+12,1173.31,727.88,0,46.21,514.13,2628215.67,395.52,15857.85,518.1,97.85,9956.01,15738.82
3/27/2023 15:57,1.68E+12,1173.04,727.88,0.84,44.39,515.25,2628318.51,398.17,15922.54,518.8,97.76,10058.84,15738.82
3/27/2023 16:07,1.68E+12,1171.85,725.34,-0.56,44.17,514.97,2628420.68,394.8,15847.12,518.27,97.81,10161.01,15738.82
3/27/2023 16:17,1.68E+12,1173.22,729.28,-0.56,46.23,515.81,2628524.28,397.47,15934.42,520.39,97.74,10264.62,15738.82
3/27/2023 16:27,1.68E+12,1171.62,729.56,-1.13,46.3,513.56,2628626.54,391.9,15810.04,519.45,97.73,10366.87,15738.82
3/27/2023 16:37,1.68E+12,1173.88,727.59,0,46.12,514.97,2628729.06,394.81,15880.39,520.21,97.67,10469.39,15738.82
3/27/2023 16:47,1.68E+12,1172.59,730.69,1.41,46.07,515.25,2628884.24,391.44,15826.21,521.02,97.7,10624.57,15738.82
3/27/2023 16:57,1.68E+12,1173.57,730.13,0.56,46.3,516.09,2628986.6,398.32,15963.27,521.03,97.63,10726.93,15738.82
3/27/2023 17:07,1.68E+12,1171.07,728.16,0.28,45.09,515.25,2629088.89,390.88,15756.77,520.29,97.55,10829.22,15738.82
3/27/2023 17:17,1.68E+12,1174.82,733.5,2.25,45.61,516.38,2629191.2,386.85,15781.52,520.51,97.55,10931.53,15738.82
3/27/2023 17:27,1.68E+12,1174.36,732.09,1.41,46.3,514.41,2629306.47,391.86,15826.54,520.34,97.55,11046.8,15738.82
3/27/2023 17:37,1.68E+12,1173.53,731.53,0.84,44.4,514.97,2629396.8,392.36,15884.68,520.37,97.5,11137.13,15738.82
3/27/2023 17:47,1.68E+12,1172.46,733.5,0.84,45.59,515.81,2629499.01,388.28,15755.17,520.23,97.46,11239.34,15738.82
3/27/2023 17:57,1.68E+12,1174.82,733.5,1.41,45.35,513.84,2629651.61,390.21,15750.1,520.34,97.5,11391.94,15738.82
3/27/2023 18:07,1.68E+12,1174.9,731.25,1.13,45.32,514.69,2629755.95,393.05,15855.3,520.59,97.47,11496.28,15738.82
3/27/2023 18:17,1.68E+12,1172.98,730.69,2.25,46.15,515.81,2629858.44,386.58,15745.57,521.78,97.47,11598.77,15738.82
3/27/2023 18:27,1.68E+12,1174.97,733.78,1.97,46.05,516.94,2629982.37,389.42,15800.22,521.61,97.43,11722.7,15738.82
3/27/2023 18:37,1.68E+12,1173.96,733.78,1.97,45.25,516.09,2630063.53,389.63,15806.56,521.75,97.42,11803.87,15738.82
3/27/2023 18:47,1.68E+12,1173.84,730.41,1.97,44.42,515.81,2630165.79,393.07,15874.38,521.76,97.46,11906.13,15738.82
3/27/2023 18:57,1.68E+12,1172.6,730.13,1.69,44.21,516.09,2630268.06,395,15910.61,521.59,97.42,12008.39,15738.82
3/27/2023 19:07,1.68E+12,1171.93,730.97,1.97,45.82,515.53,2630421.69,394.64,15899.61,521.38,97.45,12162.03,15738.82
3/27/2023 19:17,1.68E+12,1172.12,730.97,1.97,45.1,515.81,2630524.8,394.64,15897.83,521.18,97.37,12265.14,15738.82
3/27/2023 19:27,1.68E+12,1172.15,728.72,1.69,45.26,515.81,2630626.75,392.56,15852.68,520.91,97.36,12367.08,15738.82
3/27/2023 19:37,1.68E+12,1172.96,729,1.69,45.91,516.09,2630729.14,392.55,15847.52,520.56,97.32,12469.48,15738.82
3/27/2023 19:47,1.68E+12,1173.05,732.38,0.84,44.25,515.81,2630832.09,387.2,15743.14,520.68,97.34,12572.42,15738.82
3/27/2023 19:58,1.68E+12,1174.94,730.69,1.97,44.4,515.25,2630985.68,390.7,15824.2,521.37,97.29,12726.01,15738.82
3/27/2023 20:07,1.68E+12,1173.45,731.25,-0.28,44.22,516.09,2631036.4,389.94,15808.59,521.36,97.31,12776.74,15738.82
3/27/2023 20:17,1.68E+12,1173.73,731.53,0.56,45.47,517.78,2631189.94,387.13,15777.83,522.95,97.3,12930.27,15738.82
3/27/2023 20:27,1.68E+12,1174.29,732.94,1.13,45.05,519.19,2631292.87,389.02,15812.58,522.77,97.32,13033.2,15738.82
3/27/2023 20:37,1.68E+12,1173.64,728.72,0.56,44.67,518.34,2631395,390.57,15850.27,523.22,97.33,13135.33,15738.82
3/27/2023 20:47,1.68E+12,1172.95,732.94,1.97,45.43,518.63,2631496.97,384.92,15741.55,523.44,97.3,13237.3,15738.82
3/27/2023 20:57,1.68E+12,1174.93,729.84,1.13,46.04,517.22,2631599.65,386.86,15764.99,522.5,97.32,13339.99,15738.82
3/27/2023 21:07,1.68E+12,1174.49,733.5,1.69,45.22,518.34,2631700.5,390.83,15852.13,522.97,97.29,13440.83,15738.82
3/27/2023 21:17,1.68E+12,1172.89,728.72,1.69,46.13,518.06,2631803.73,390.96,15839.64,522.05,97.32,13544.06,15738.82
3/27/2023 21:27,1.68E+12,1173.11,730.41,1.41,45.28,517.78,2631957.23,386.14,15740.43,521.83,97.3,13697.57,15738.82
3/27/2023 21:37,1.68E+12,1174.91,731.53,1.13,46.26,518.06,2632060.01,391.78,15854.77,521.97,97.3,13800.34,15738.82
3/27/2023 21:47,1.68E+12,1172.82,730.69,1.97,45.52,516.09,2632162.24,387.15,15760.01,521.78,97.29,13902.57,15738.82
3/27/2023 21:57,1.68E+12,1174.54,730.13,0,45.55,517.78,2632264.27,387.2,15778.25,522.87,97.28,14004.61,15738.82
3/27/2023 22:07,1.68E+12,1174.2,730.41,1.97,45.52,518.06,2632365.99,391.87,15790.42,523.12,97.3,14106.32,15738.82
3/27/2023 22:17,1.68E+12,1173.97,727.03,1.69,45.7,516.94,2632469.17,381.03,15653.43,522.79,97.28,14209.5,15738.82
3/27/2023 22:27,1.68E+12,1176.47,730.97,2.81,44.68,518.06,2632571.13,387.22,15786.29,523.34,97.27,14311.46,15738.82
3/27/2023 22:37,1.68E+12,1174.03,732.66,1.97,46.29,516.66,2632724.38,391.92,15857.79,522.04,97.36,14464.72,15738.82
3/27/2023 22:47,1.68E+12,1172.72,733.22,0.28,45.98,516.66,2632827.5,390.03,15816.28,521.74,97.32,14567.83,15738.82
3/27/2023 22:57,1.68E+12,1173.46,731.53,1.69,44.77,518.06,2632929.42,388.44,15795.98,522.45,97.31,14669.75,15738.82
3/27/2023 23:07,1.68E+12,1173.83,727.03,1.41,44.24,516.94,2633031.46,386.03,15735.77,521.67,97.3,14771.79,15738.82
3/27/2023 23:17,1.68E+12,1174.92,730.69,0.28,45.88,516.94,2633134.31,389.81,15808.52,521.52,97.32,14874.64,15738.82
3/27/2023 23:27,1.68E+12,1173.58,730.69,0.56,44.37,516.66,2633236.37,387.15,15750.2,521.13,97.27,14976.7,15738.82
3/27/2023 23:37,1.68E+12,1174.64,729.56,0.84,46.24,515.81,2633337.86,384.04,15687.95,521.16,97.31,15078.19,15738.82
3/27/2023 23:47,1.68E+12,1175.77,728.44,1.97,44.38,515.53,2633491.66,389.08,15782.18,520.79,97.34,15231.99,15738.82
3/27/2023 23:57,1.68E+12,1174.04,731.81,1.97,45.73,518.06,2633594.43,384.55,15708.72,521.86,97.34,15334.77,15738.82
3/28/2023 0:07,1.68E+12,1175.38,736.31,3.09,45.91,518.06,2633671.32,389.18,15803.78,522,97.3,76.89,15359.57
3/28/2023 0:17,1.68E+12,1173.63,729,1.69,44.45,514.69,2633773.71,391.68,15817.21,519.69,97.28,179.28,15359.57
3/28/2023 0:27,1.68E+12,1173.38,730.13,1.41,44.23,517.22,2633876.61,385.91,15752.16,522.92,97.36,282.18,15359.57
3/28/2023 0:37,1.68E+12,1174.56,731.25,1.41,44.93,517.5,2633978.5,392.03,15880.13,523.29,97.34,384.07,15359.57
3/28/2023 0:47,1.68E+12,1172.21,729.56,1.69,45.22,518.63,2634080.2,384.24,15720.14,522.99,97.34,485.77,15359.57
3/28/2023 0:57,1.68E+12,1175.13,730.13,0.84,45.99,518.06,2634233.43,384.48,15726.2,523.03,97.29,639,15359.57
3/28/2023 1:07,1.68E+12,1175.01,730.69,1.97,44.98,518.34,2634336.1,380.71,15650.47,523.07,97.34,741.66,15359.57
3/28/2023 1:17,1.68E+12,1176.39,732.38,1.13,45.36,518.63,2634437.98,387.99,15803.28,523.46,97.29,843.55,15359.57
3/28/2023 1:27,1.68E+12,1173.58,731.25,1.13,45.2,515.81,2634564.68,381,15643.42,522.25,97.35,970.25,15359.57
3/28/2023 1:37,1.68E+12,1176.5,733.5,0.84,46.13,518.34,2634659.72,387.08,15777.61,523.01,97.31,1065.29,15359.57
3/28/2023 1:47,1.68E+12,1174.04,730.13,1.41,46.29,516.38,2634744.08,383.63,15698.18,522.31,97.28,1149.65,15359.57
3/28/2023 1:57,1.68E+12,1175.48,735.19,1.13,44.31,516.94,2634845.72,383.83,15705.83,522.57,97.3,1251.28,15359.57
3/28/2023 2:07,1.68E+12,1175.33,729.56,0.56,45.34,516.94,2634998.97,384.31,15710.26,522.21,97.28,1404.54,15359.57
3/28/2023 2:17,1.68E+12,1175.24,735.19,1.13,44.88,517.22,2635101.74,388.06,15789.09,522.49,97.3,1507.3,15359.57
3/28/2023 2:27,1.68E+12,1173.8,730.41,0.56,44.51,517.5,2635203.51,384.16,15713.5,522.69,97.35,1609.08,15359.57
3/28/2023 2:37,1.68E+12,1175.17,730.13,1.13,44.3,517.78,2635305.08,386.55,15770.07,523.25,97.36,1710.64,15359.57
3/28/2023 2:47,1.68E+12,1174.13,730.13,0,44.31,518.06,2635408.01,388.86,15816.76,523.27,97.34,1813.58,15359.57
3/28/2023 2:57,1.68E+12,1173.27,732.09,0.56,44.53,518.06,2635509.54,388.34,15801.4,522.96,97.34,1915.11,15359.57
3/28/2023 3:07,1.68E+12,1173.54,728.72,0.84,45.01,518.63,2635611.39,384.97,15738.51,523.23,97.34,2016.95,15359.57
3/28/2023 3:17,1.68E+12,1174.73,729.28,1.41,44.23,516.38,2635764.33,388.78,15754.98,522.06,97.28,2169.9,15359.57
3/28/2023 3:27,1.68E+12,1174.42,730.97,0.84,45.34,518.06,2635867.39,387.22,15775.59,522.7,97.31,2272.95,15359.57
3/28/2023 3:37,1.68E+12,1174.04,729.56,2.25,46.29,518.34,2635969.14,389.55,15817.72,522.41,97.29,2374.71,15359.57
3/28/2023 3:47,1.68E+12,1173.26,732.09,0.56,44.79,516.94,2636070.71,390.89,15843.95,522.38,97.29,2476.28,15359.57
3/28/2023 3:57,1.68E+12,1172.77,731.25,0.84,45.04,517.22,2636173.58,387.39,15774.26,522.36,97.28,2579.15,15359.57
3/28/2023 4:07,1.68E+12,1174.04,727.59,-0.28,44.89,516.66,2636275.22,387.76,15750.6,522.23,97.27,2680.79,15359.57
3/28/2023 4:17,1.68E+12,1174.46,732.94,0.28,45.66,513.56,2636377.08,394.44,15869.32,519.51,97.24,2782.65,15359.57
3/28/2023 4:27,1.68E+12,1172.29,728.44,-0.28,45.8,517.22,2636529.88,385.45,15739.15,522.61,97.29,2935.45,15359.57
3/28/2023 4:38,1.68E+12,1174.66,732.09,-0.28,46.05,517.22,2636632.9,385.99,15754.15,522.87,97.29,3038.47,15359.57
3/28/2023 4:47,1.68E+12,1174.37,735.19,0.84,44.64,518.06,2636734.52,385.37,15776.47,523.31,97.35,3140.09,15359.57
3/28/2023 4:57,1.68E+12,1173.96,728.16,0.84,44.64,518.06,2636836.11,382.92,15695.49,523.07,97.3,3241.68,15359.57
3/28/2023 5:07,1.68E+12,1175.43,730.13,1.69,46.28,516.66,2636938.94,382.42,15675.05,522.44,97.33,3344.5,15359.57
3/28/2023 5:17,1.68E+12,1175.8,731.53,0.28,44.66,516.94,2637040.54,384.47,15726.57,522.43,97.36,3446.11,15359.57
3/28/2023 5:27,1.68E+12,1174.85,729,0,44.7,516.66,2637142.3,387.53,15746.03,522.41,97.3,3547.87,15359.57
3/28/2023 5:37,1.68E+12,1174.48,731.81,1.97,45.12,516.66,2637295.24,391.88,15865.53,522.91,97.32,3700.81,15359.57
3/28/2023 5:47,1.68E+12,1172.29,735.47,1.13,44.7,517.78,2637398.07,385.62,15747.82,522.94,97.29,3803.64,15359.57
3/28/2023 5:57,1.68E+12,1174.44,728.16,0,45.99,517.78,2637500.02,386.9,15782.26,523.45,97.24,3905.59,15359.57
3/28/2023 6:07,1.68E+12,1173.8,730.13,0.84,46.27,518.63,2637601.78,385.28,15750.16,523.54,97.3,4007.35,15359.57
3/28/2023 6:17,1.68E+12,1174.38,729,0.84,46.26,518.63,2637704.2,383.5,15706.42,523.1,97.36,4109.76,15359.57
3/28/2023 6:27,1.68E+12,1175.17,731.81,0,46.24,517.5,2637806.12,385.35,15751.51,523.56,97.32,4211.69,15359.57
3/28/2023 6:37,1.68E+12,1174.34,730.41,0,45.27,516.66,2637907.83,384.58,15721.94,522.64,97.31,4313.4,15359.57
3/28/2023 6:47,1.68E+12,1174.87,732.94,0.56,46.29,517.78,2638059.41,383.01,15688.55,522.6,97.38,4464.98,15359.57
3/28/2023 6:57,1.68E+12,1175.47,730.41,1.97,45.79,518.34,2638163.26,387.1,15769.31,522.57,97.41,4568.83,15359.57
3/28/2023 7:07,1.68E+12,1173.99,733.5,1.41,45.02,517.22,2638264.79,388.32,15799.66,522.94,97.4,4670.35,15359.57
3/28/2023 7:17,1.68E+12,1173.42,729.28,1.41,44.3,517.78,2638366.51,386.48,15754.47,522.4,97.41,4772.08,15359.57
3/28/2023 7:27,1.68E+12,1174.24,736.31,0.84,44.42,516.94,2638469.24,391.7,15857.31,522.31,97.39,4874.81,15359.57
3/28/2023 7:37,1.68E+12,1172.36,730.97,1.97,45.44,516.66,2638571.17,386.35,15737.17,521.52,97.45,4976.74,15359.57
3/28/2023 7:47,1.68E+12,1174.54,730.97,0.28,44.71,517.5,2638672.52,390.59,15831.87,522.16,97.44,5078.09,15359.57
3/28/2023 7:57,1.68E+12,1172.8,729.56,0.84,45.25,516.94,2638825.7,384.33,15699.35,521.72,97.49,5231.26,15359.57
3/28/2023 8:07,1.68E+12,1175.22,731.25,0.84,44.41,516.66,2638928.59,388.02,15776.89,521.9,97.43,5334.15,15359.57
3/28/2023 8:17,1.68E+12,1173.79,728.44,0,44.8,516.94,2639028.96,383.03,15659.93,520.88,97.51,5434.52,15359.57
3/28/2023 8:27,1.68E+12,1175.93,732.38,0,46.08,516.38,2639131.83,387.84,15893.1,521.64,97.58,5537.4,15359.57
3/28/2023 8:37,1.68E+12,1171.66,729.28,1.41,44.65,516.38,2639233.49,385.09,15708.89,521.53,97.66,5639.06,15359.57
3/28/2023 8:47,1.68E+12,1175.01,730.69,1.13,45.17,514.97,2639336.33,385.48,15704.61,520.8,97.68,5741.9,15359.57
3/28/2023 8:57,1.68E+12,1175.08,727.59,1.69,46.29,515.25,2639438.09,389.13,15775,520.66,97.68,5843.66,15359.57
3/28/2023 9:07,1.68E+12,1173.79,729.56,0.28,45.71,515.53,2639591.24,386.04,15707.43,520.24,97.66,5996.81,15359.57
3/28/2023 9:17,1.68E+12,1175.02,728.44,1.97,45.31,514.97,2639694,386.9,15721.56,520.06,97.67,6099.57,15359.57
3/28/2023 9:27,1.68E+12,1174.75,731.81,0,44.19,513.28,2639795.9,393.01,15829.6,519.28,97.71,6201.47,15359.57
3/28/2023 9:37,1.68E+12,1172.77,730.13,0.56,44.2,516.09,2639896.46,389.37,15756.52,519.18,97.68,6302.03,15359.57
3/28/2023 9:47,1.68E+12,1174.09,759.66,0.84,45.77,574.59,2640028.45,324.21,15218.52,578.81,99.09,6434.01,15359.57
3/28/2023 9:57,1.68E+12,1184.01,760.78,0,45.11,573.19,2640098.2,336.44,15472.78,576.95,99.06,6503.77,15359.57
3/28/2023 10:07,1.68E+12,1179.29,749.81,0.56,45.88,568.13,2640197.92,328.56,15226.97,572.06,98.98,6603.49,15359.57
3/28/2023 10:17,1.68E+12,1183.84,754.88,-0.28,44.73,569.81,2640349.16,331.34,15292.22,572.5,99.22,6754.72,15359.57
3/28/2023 10:27,1.68E+12,1182.62,745.88,2.25,45.59,559.13,2640445.33,332.35,15164.11,563.23,99.17,6850.9,15359.57
3/28/2023 10:37,1.68E+12,1184.99,741.94,0,45.39,551.53,2640553.29,341.55,15280.92,555.36,99.03,6958.85,15359.57
3/28/2023 10:47,1.68E+12,1182.81,741.94,0.84,44.85,559.41,2640641.84,335.89,15252.12,562.26,99.14,7047.41,15359.57
3/28/2023 10:57,1.68E+12,1183.34,741.66,-2.25,46.16,555.19,2640741.38,337.13,15228.16,558.57,99.09,7146.95,15359.57
3/28/2023 11:07,1.68E+12,1183.78,748.41,-0.28,46.06,565.31,2640839.66,323.51,15059.16,568.63,99.27,7245.23,15359.57
3/28/2023 11:17,1.68E+12,1186.92,748.69,-0.56,46.17,566.72,2640937.02,328.67,15192.09,569.93,99.44,7342.59,15359.57
3/28/2023 11:27,1.68E+12,1184.43,736.03,2.53,49.01,572.06,2641084.95,332.58,15354,575.6,99.79,7490.52,15359.57
3/28/2023 11:37,1.68E+12,1181.42,734.63,-1.13,49.91,570.09,2641185.1,326.26,15150.04,571.56,100.02,7590.67,15359.57
3/28/2023 11:47,1.68E+12,1185.2,742.22,-0.84,50.21,574.88,2641283.81,335.49,15432.63,576.83,100.05,7689.38,15359.57
3/28/2023 11:57,1.68E+12,1179.95,740.25,0,48.23,573.75,2641383.07,335.57,15445.45,577.71,100.13,7788.64,15359.57
3/28/2023 12:07,1.68E+12,1179.7,737.16,-1.13,50,571.5,2641481.95,327.63,15240.19,576.01,100.18,7887.52,15359.57
3/28/2023 12:17,1.68E+12,1183.5,741.38,-0.56,50.32,575.44,2641582.39,336.36,15486.46,579.21,100,7987.96,15359.57
3/28/2023 12:27,1.68E+12,1178.93,736.03,-1.13,48.49,573.75,2641680.4,329.04,15287.14,577.03,100.14,8085.97,15359.57
3/28/2023 12:37,1.68E+12,1182.61,740.25,1.69,49.35,576.84,2641830.71,336.05,15475.62,579.11,100.14,8236.28,15359.57
3/28/2023 12:47,1.68E+12,1179.12,738.84,1.13,49.68,574.59,2641931.03,326.25,15243.25,578.45,100.12,8336.6,15359.57
3/28/2023 12:57,1.68E+12,1183.41,742.78,0.56,50.33,576,2642030.08,331.59,15363.67,578.39,100.19,8435.64,15359.57
3/28/2023 13:07,1.68E+12,1181.17,739.13,0.84,49.45,572.91,2642129.19,333.81,15381.77,576.1,100.2,8534.76,15359.57
3/28/2023 13:17,1.68E+12,1180.83,740.25,0.84,48.34,574.59,2642229.39,334.43,15412.9,577.36,100.24,8634.95,15359.57
3/28/2023 13:27,1.68E+12,1180.25,736.59,0.56,49.14,574.88,2642364.79,331.26,15355.22,578.37,100.22,8770.36,15359.57
3/28/2023 13:37,1.68E+12,1181.31,741.66,-0.84,49.94,575.16,2642427.91,328.73,15296.4,578.32,100.23,8833.47,15359.57
3/28/2023 13:47,1.68E+12,1182.39,740.81,-0.28,48.85,573.75,2642577.12,333.16,15390.76,577.89,100.29,8982.68,15359.57
3/28/2023 13:57,1.68E+12,1180.63,736.88,0.28,49.8,575.44,2642677.42,338.18,15511.21,578.34,100.25,9082.99,15359.57
3/28/2023 14:07,1.68E+12,1178.4,739.13,1.97,48.87,575.44,2642776.34,331.64,15345.46,577.12,100.28,9181.91,15359.57
3/28/2023 14:17,1.68E+12,1181.46,738.84,0.84,49.33,574.59,2642875.7,332.29,15373.09,578.07,100.3,9281.26,15359.57
3/28/2023 14:27,1.68E+12,1180.94,739.97,1.13,49.54,574.59,2642974.69,335.73,15438.69,577.13,100.26,9380.26,15359.57
3/28/2023 14:37,1.68E+12,1179.71,739.97,0.28,48.55,574.88,2643075.09,328.25,15274.96,577.58,100.25,9480.66,15359.57
3/28/2023 14:47,1.68E+12,1182.74,741.38,0.84,50.25,573.75,2643173.99,332.18,15360.66,577.31,100.27,9579.56,15359.57
3/28/2023 14:57,1.68E+12,1181.14,739.69,0.84,49.46,570.38,2643322.18,330.55,15295.29,574.78,99.85,9727.75,15359.57
3/28/2023 15:07,1.68E+12,1182.35,739.13,1.13,50.33,573.19,2643422.46,333.58,15366.19,575.03,99.93,9828.02,15359.57
3/28/2023 15:17,1.68E+12,1181.03,736.31,0.28,49.65,573.47,2643522.87,333.16,15380.07,576.88,100.08,9928.44,15359.57
3/28/2023 15:27,1.68E+12,1180.76,734.91,-1.13,49.78,570.94,2643622.36,335.53,15402.51,574.61,100.05,10027.92,15359.57
3/28/2023 15:37,1.68E+12,1180.34,744.19,-0.56,49.78,583.03,2643722.05,323.53,15283.86,586.13,100.22,10127.62,15359.57
3/28/2023 15:47,1.68E+12,1182.53,744.19,-0.28,50.15,589.22,2643820.83,321.94,15321.64,591.67,100.24,10226.39,15359.57
3/28/2023 15:57,1.68E+12,1181.82,745.31,0.84,48.74,587.53,2643918.77,313.94,15120.46,590.59,100.11,10324.34,15359.57
3/28/2023 16:07,1.68E+12,1185.56,741.09,-0.28,50.21,586.13,2644066.89,319.48,15229.94,588.89,100.03,10472.46,15359.57
3/28/2023 16:17,1.68E+12,1183.51,744.75,-1.41,50.32,585.56,2644165.55,319.62,15232.35,588.94,100.11,10571.12,15359.57
3/28/2023 16:27,1.68E+12,1183.46,740.81,1.41,48.53,585.56,2644263.81,316.49,15148.94,588.7,100.03,10669.37,15359.57
3/28/2023 16:37,1.68E+12,1185,745.31,0.56,49.41,584.44,2644361.61,318.62,15186,587.05,99.95,10767.18,15359.57
3/28/2023 16:47,1.68E+12,1184.3,745.03,0.28,49.95,584.44,2644460.88,321.33,15255.35,587.35,99.86,10866.45,15359.57
